value,unit,type,sourceName,startDate,endDate,device
4.968,km/hr,HKQuantityTypeIdentifierWalkingSpeed,iPhone van Marjolein,2026-03-06 09:30:01 +0100,2026-03-06 09:30:14 +0100,"<<HKDevice: 0x98dea7480>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,6, software:26.2, creation date:2026-01-16 00:58:56 +0000>"
4.86,km/hr,HKQuantityTypeIdentifierWalkingSpeed,iPhone van Marjolein,2026-03-06 09:30:41 +0100,2026-03-06 09:30:53 +0100,"<<HKDevice: 0x98dea7480>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,6, software:26.2, creation date:2026-01-16 00:58:56 +0000>"
3.6,km/hr,HKQuantityTypeIdentifierWalkingSpeed,iPhone van Marjolein,2026-03-06 09:31:46 +0100,2026-03-06 09:32:10 +0100,"<<HKDevice: 0x98dea7480>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,6, software:26.2, creation date:2026-01-16 00:58:56 +0000>"
4.752,km/hr,HKQuantityTypeIdentifierWalkingSpeed,iPhone van Marjolein,2026-03-06 09:34:03 +0100,2026-03-06 09:34:16 +0100,"<<HKDevice: 0x98dea7480>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,6, software:26.2, creation date:2026-01-16 00:58:56 +0000>"
3.924,km/hr,HKQuantityTypeIdentifierWalkingSpeed,iPhone van Marjolein,2026-03-06 09:35:05 +0100,2026-03-06 09:35:20 +0100,"<<HKDevice: 0x98dea7480>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,6, software:26.2, creation date:2026-01-16 00:58:56 +0000>"
4.5,km/hr,HKQuantityTypeIdentifierWalkingSpeed,iPhone van Marjolein,2026-03-06 09:46:33 +0100,2026-03-06 09:46:46 +0100,"<<HKDevice: 0x98dea7480>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,6, software:26.2, creation date:2026-01-16 00:58:56 +0000>"
4.968,km/hr,HKQuantityTypeIdentifierWalkingSpeed,iPhone van Marjolein,2026-03-06 10:38:38 +0100,2026-03-06 10:39:27 +0100,"<<HKDevice: 0x98dea7480>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,6, software:26.2, creation date:2026-01-16 00:58:56 +0000>"
5.364,km/hr,HKQuantityTypeIdentifierWalkingSpeed,iPhone van Marjolein,2026-03-06 10:39:38 +0100,2026-03-06 10:40:40 +0100,"<<HKDevice: 0x98dea7480>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,6, software:26.2, creation date:2026-01-16 00:58:56 +0000>"
5.148,km/hr,HKQuantityTypeIdentifierWalkingSpeed,iPhone van Marjolein,2026-03-06 10:40:52 +0100,2026-03-06 10:41:12 +0100,"<<HKDevice: 0x98dea7480>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,6, software:26.2, creation date:2026-01-16 00:58:56 +0000>"
4.896,km/hr,HKQuantityTypeIdentifierWalkingSpeed,iPhone van Marjolein,2026-03-06 10:41:43 +0100,2026-03-06 10:42:54 +0100,"<<HKDevice: 0x98dea7480>, name:iPhone, manufacturer:Apple Inc., model:iPhone, hardware:iPhone14,6, software:26.2, creation date:2026-01-16 00:58:56 +0000>"
