phone,person,id,condition,floors,date,start_time_ascend,end_time_ascend,step_count_ascend,start_time_descend,end_time_descend,step_count_descend,registered_steps_ascend,registered_steps_descend,registered_floors_ascend
iphoneSE,Marjolein,4,running,2,06-03-2026,12:14:15,12:14:28,45,12:16:00,12:16:12,44,0,25,0
iphoneSE,Marjolein,4,running,2,06-03-2026,12:20:05,12:20:18,44,12:21:05,12:21:17,45,5,25,0
iphoneSE,Marjolein,4,running,2,06-03-2026,12:24:50,12:25:03,44,12:25:45,12:25:57,45,14,26,1
iphoneSE,Marjolein,4,walking,2,26-02-2026,15:25:14,15:25:42,46,15:27:00,15:27:28,48,43,48,2
iphoneSE,Marjolein,4,walking,2,26-02-2026,15:35:15,15:35:41,44,15:37:15,15:37:43,48,44,49,2
iphoneSE,Marjolein,4,walking,2,06-03-2026,12:17:50,12:18:19,46,12:18:45,12:19:13,47,45,48,2
iphoneSE,Marjolein,4,walking,2,06-03-2026,12:22:35,12:23:00,44,12:23:35,12:24:03,46,45,46,2
iphoneSE,Marjolein,4,walking,2,06-03-2026,12:27:15,12:27:40,44,12:28:06,12:28:30,46,47,47,2
iphoneSE,Marjolein,4,slow,2,06-03-2026,14:11:35,14:12:25,47,14:13:25,14:14:22,50,47,58,2
iphoneSE,Marjolein,4,slow,2,06-03-2026,14:15:45,14:16:49,52,14:17:25,14:18:20,53,37,81,2
iphoneSE,Marjolein,4,slow,2,06-03-2026,14:20:00,14:20:49,54,14:21:40,14:22:30,53,57,47,2
iphoneSE,Marjolein,4,slow,2,06-03-2026,15:18:10,15:18:49,52,15:19:35,15:20:34,54,44,39,2
iphoneSE,Marjolein,4,slow,2,06-03-2026,15:24:25,15:25:17,52,15:26:06,15:27:00,55,47,88,2
